CO_SH6;QTD_LINHAS_HTSUS;QTD_HTSUS_8;QTD_HTSUS_10;QTD_SEM_LIMITACAO;QTD_CONDICIONADAS;LIMITACOES_ESCOPO;CODIGOS_HTSUS;DESCRICAO_HTSUS_EXEMPLO;PAGINA_INICIAL;PAGINA_FINAL;TIPO_ESCOPO_SH6;FONTE;ANEXO;DATA_VIGENCIA_GERAL
380861;1;1;0;0;1;Pharma;3808.61.50;Pesticides, nesoi, not exceeding 300g, specified in subheading note 2 to chapter 38;95;95;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
380894;2;2;0;0;2;Pharma;3808.94.10 | 3808.94.50;Disinfectants, containing any aromatic or modified aromatic disinfectant;95;96;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
381231;1;1;0;0;1;Pharma;3812.31.00;Mixtures of oligomers of 2,2,4-trimethyl-1,2- dihydroquinoline (TMQ);96;96;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
381511;1;1;0;0;1;Pharma;3815.11.00;Supported catalysts with nickel or nickel compounds as the active substance;96;96;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
381512;1;1;0;0;1;Pharma;3815.12.00;Supported catalysts with precious metal or precious metal compounds as the active substance;96;96;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
381590;1;1;0;0;1;Pharma;3815.90.50;Reaction initiators, reaction accelerators and catalytic preparations, nesoi;96;96;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
381800;1;1;0;1;0;;3818.00.00;Chemical elements doped for use in electronics, in the form of discs, wafers etc., chemical compounds doped for electronic use;96;96;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
382481;1;1;0;0;1;Pharma;3824.81.00;Chemical mixtures containing oxirane (ethylene oxide);96;96;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
382482;2;2;0;0;2;Pharma;3824.82.10 | 3824.82.90;Goods specified in subheading note 3 to chapter 38, containing PCBs, PCTs or PBBs, chlorinated but not otherwise halogenated, nesoi;96;96;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
382483;1;1;0;0;1;Pharma;3824.83.00;Containing tris(2,3-dibromopropyl) phosphate;96;96;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
382484;1;1;0;0;1;Pharma;3824.84.00;Other mixtures containing aldrin, camphechlor (toxaphene), chlordane, chlordecone, DDT (clofenatone), 1,1,1-trichloro- 2,2-bis(p-chlorophenyl)ethane), dieldrin, endosulfan, endrin, heptachlor or mirex;96;96;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
382485;1;1;0;0;1;Pharma;3824.85.00;Mixtures containing 1,2,3,4,5,6-hexachlorocyclohexane (HCH (ISO)), including lindane (ISO,INN);96;96;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
382486;1;1;0;0;1;Pharma;3824.86.00;Mixtures containing pentachlorobenzene (ISO) or hexachlorobenzene (ISO);96;96;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
382487;1;1;0;0;1;Pharma;3824.87.00;Mixtures containing perfluorooctane sulfonic acid, its salts, perfluorooctane sulfonamides, or perfluorooctane sulfonyl fluoride;96;96;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
382488;1;1;0;0;1;Pharma;3824.88.00;Mixtures containing tetra-, penta-, hexa-, hepta-, or octabromodiphenyl ethers;96;96;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
382489;1;1;0;0;1;Pharma;3824.89.00;Mixtures containing short-chain chlorinated paraffins;96;96;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
382491;1;1;0;0;1;Pharma;3824.91.00;Mixtures consisting mainly of methylphosphonate etc.;96;96;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
382492;1;1;0;0;1;Pharma;3824.92.00;Polyglycol esters mixtures of methylphosphonic acid;96;96;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
382499;6;6;0;0;6;Pharma;3824.99.25 | 3824.99.29 | 3824.99.49 | 3824.99.50 | 3824.99.55 | 3824.99.93;Mixtures of triphenyl sulfonium chloride, diphenyl (4- phenylthio)phenyl sulfonium chloride and (thiodi-4,1- phenylene)bis(diphenyl sulfonium) dichloride;96;97;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
382600;1;1;0;0;1;Pharma;3826.00.30;Biodiesel containing less than 70 percent petroleum or bituminous oil;97;97;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
382713;1;1;0;0;1;Pharma;3827.13.00;Mixtures containing carbon tetrachloride;97;97;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
382714;1;1;0;0;1;Pharma;3827.14.00;Mixtures containing methyl chloroform;97;97;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
382740;1;1;0;0;1;Pharma;3827.40.00;Mixtures containing bromomethane or bromochloromethane;97;97;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
390190;1;1;0;0;1;Pharma;3901.90.90;Polymers of ethylene, nesoi, in primary forms, other than elastomeric;97;97;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
390290;1;1;0;0;1;Pharma;3902.90.00;Polymers of propylene or of other olefins, nesoi, in primary forms;97;97;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
390461;1;1;0;0;1;Pharma;3904.61.00;Polytetrafluoroethylene (PTFE), in primary forms;97;97;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
390591;2;2;0;0;2;Pharma;3905.91.10 | 3905.91.50;Copolymers of vinyl esters or other vinyls, in primary forms, containing by weight 50 percent or more of derivatives of vinyl acetate;97;97;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
390599;1;1;0;0;1;Pharma;3905.99.80;Polymers of vinyl esters or other vinyl polymers, in primary forms, nesoi;97;97;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
390690;1;1;0;0;1;Pharma;3906.90.50;Acrylic polymers (except plastics or elastomers), in primary forms, nesoi;97;97;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
390710;1;1;0;0;1;Pharma;3907.10.00;Polyacetals in primary forms;97;97;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
390721;1;1;0;0;1;Pharma;3907.21.00;Bis(polyoxyethylene) methylphosphonate;97;97;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
390729;1;1;0;0;1;Pharma;3907.29.00;Polyethers, other than polyacetals or bis(polyoxyethylene) methylphosphonate, in primary forms;97;97;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
390730;1;1;0;0;1;Pharma;3907.30.00;Epoxide resins in primary forms;97;97;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
390761;1;1;0;0;1;Pharma;3907.61.00;Polyethylene terephthalate, having a viscosity number of 78 ml/g or higher;97;97;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
390769;1;1;0;0;1;Pharma;3907.69.00;Polyethylene terephthalate, having a viscosity number less than 78 ml/g;97;97;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
390770;1;1;0;0;1;Pharma;3907.70.00;Poly(lactic acid);97;97;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
390799;1;1;0;0;1;Pharma;3907.99.50;Other polyesters nesoi, saturated, in primary forms;97;97;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
390810;1;1;0;0;1;Pharma;3908.10.00;Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12 in primary form;97;97;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
390890;1;1;0;0;1;Pharma;3908.90.20;Bis(4-amino-3-methylcyclohexyl)methaneisophthalic acid- laurolactam copolymer;97;97;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
390910;1;1;0;0;1;Pharma;3909.10.00;"Urea resins; thiourea resins";97;97;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
390940;1;1;0;0;1;Pharma;3909.40.00;Phenolic resins;98;98;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
391000;1;1;0;0;1;Pharma;3910.00.00;Silicones in primary forms;98;98;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
391120;1;1;0;0;1;Pharma;3911.20.00;Poly(1,3-phenylene methylphosphonate);98;98;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
391190;3;3;0;0;3;Pharma;3911.90.25 | 3911.90.45 | 3911.90.91;Thermoplastic polysulfides, polysulfones and other products specified in note 3 to chapter 39 of the HTSUS, containing aromatic monomer units or derived therefrom;98;98;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
391220;1;1;0;0;1;Pharma;3912.20.00;Cellulose nitrates (including collodions), in primary forms;98;98;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
391231;1;1;0;0;1;Pharma;3912.31.00;Carboxymethylcellulose and its salts;98;98;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
391239;1;1;0;0;1;Pharma;3912.39.00;Cellulose ethers, other than carboxymethylcellulose and its salts, in primary forms;98;98;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
391290;1;1;0;0;1;Pharma;3912.90.00;Cellulose and its chemical derivatives, nesoi, in primary forms;98;98;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
391390;2;2;0;0;2;Pharma;3913.90.20 | 3913.90.50;Polysaccharides and their derivatives, nesoi, in primary forms;98;98;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
391400;2;2;0;0;2;Pharma;3914.00.20 | 3914.00.60;Cross-linked polyvinylbenzyltrimethylammonium chloride (Cholestyramine resin USP);98;98;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
391721;1;1;0;0;1;Aircraft;3917.21.00;Tubes, pipes and hoses, rigid, of polymers of ethylene;98;98;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
391722;1;1;0;0;1;Aircraft;3917.22.00;Tubes, pipes and hoses, rigid, of polymers of propylene;98;98;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
391723;1;1;0;0;1;Aircraft;3917.23.00;Tubes, pipes and hoses, rigid, of polymers of vinyl chloride;98;98;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
391729;1;1;0;0;1;Aircraft;3917.29.00;Tubes, pipes and hoses, rigid, of other plastics nesoi;98;98;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
391731;1;1;0;0;1;Aircraft;3917.31.00;Flexible plastic tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa;98;98;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
391733;1;1;0;0;1;Aircraft;3917.33.00;Flexible plastic tubes, pipes and hoses, nesoi, with fittings, not reinforced or otherwise combined with other materials;98;98;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
391739;1;1;0;0;1;Aircraft;3917.39.00;Flexible plastic tubes, pipes and hoses, nesoi;98;98;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
391740;1;1;0;0;1;Aircraft;3917.40.00;Fittings of plastics, for plastic tubes, pipes and hoses, nesoi;98;98;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
392690;4;4;0;0;4;Aircraft;3926.90.45 | 3926.90.94 | 3926.90.96 | 3926.90.99;Gaskets, washers and other seals, of plastics;98;99;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
400110;1;1;0;1;0;;4001.10.00;Natural rubber latex, whether or not prevulcanized;99;99;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
400121;1;1;0;1;0;;4001.21.00;Natural rubber smoked sheets;99;99;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
400122;1;1;0;1;0;;4001.22.00;Technically specified natural rubber (TSNR), in primary forms;99;99;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
400129;1;1;0;1;0;;4001.29.00;Natural rubber in primary forms other than latex, smoked sheets or technically specified natural rubber (TSNR);99;99;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
400130;1;1;0;1;0;;4001.30.00;Balata, gutta-percha, guayule, chicle and similar natural rubber gums, in primary forms;99;99;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
400829;1;1;0;0;1;Aircraft;4008.29.20;Rods and profile shapes of vulcanized, noncellular rubber, other than hard rubber;99;99;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
400912;1;1;0;0;1;Aircraft;4009.12.00;Tubes, pipes and hoses of vulcanized rubber other than hard rubber, not reinforced or combined with other materials, with fittings;99;99;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
400922;1;1;0;0;1;Aircraft;4009.22.00;Tubes, pipes and hoses of vulcanized rubber other than hard rubber, reinforced or combined only with metal, with fittings;99;99;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
400932;1;1;0;0;1;Aircraft;4009.32.00;Tubes, pipes and hoses of vulcanized rubber other than hard rubber, reinforced or combined only with textile materials, with fittings;99;99;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
400942;1;1;0;0;1;Aircraft;4009.42.00;Tubes, pipes and hoses of vulcanized rubber other than hard rubber, reinforced or combined with other materials nesoi, with fittings;99;99;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
401130;1;1;0;0;1;Aircraft;4011.30.00;New pneumatic tires, of rubber, of a kind used on aircraft;99;99;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
401213;1;1;0;0;1;Aircraft;4012.13.00;Retreaded pneumatic tires, of rubber, of a kind used on aircraft;99;99;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
401220;1;1;0;0;1;Aircraft;4012.20.10;Used pneumatic tires of rubber, for aircraft;99;99;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
401610;1;1;0;0;1;Aircraft;4016.10.00;Articles of vulcanized cellular rubber other than hard rubber;99;99;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
401693;1;1;0;0;1;Aircraft;4016.93.50;Gaskets, washers and other seals, of noncellular vulcanized rubber other than hard rubber, not for use in automotive goods of chapter 87 of the HTSUS;99;99;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
401699;2;2;0;0;2;Aircraft;4016.99.35 | 4016.99.60;Articles made of noncellular vulcanized natural rubber, not used as vibration control goods in vehicles of headings 8701 through 8705, nesoi;99;99;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
401700;1;1;0;0;1;Aircraft;4017.00.00;"Hard rubber (for example, ebonite) in all forms, including waste and scrap; articles of hard rubber";99;99;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
410411;1;1;0;1;0;;4104.11.20;Tanned whole bovine skin and hide leather (not upper/lining), w/o hair on, unit surface area n/o 2.6 sq m, in the wet state;100;100;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
410441;1;1;0;1;0;;4104.41.50;Crust full grain unsplit/grain split bovine (except buffalo) nesoi and equine hides and skins, nesoi, w/o hair, tanned not further prepared;100;100;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
410449;2;2;0;2;0;;4104.49.10 | 4104.49.50;Crust whole bovine hide and skin upper or lining leather, w/o hair on, unit surface n/o 2.6 sq m, tanned but not further prepared, nesoi;100;100;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
410711;1;1;0;1;0;;4107.11.20;Full grain unsplit whole bovine leather (not upper/lining), w/o hair on, not fancy, n/o 2.6 m2,prepared after tanning or crust,not head 4114;100;100;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
410712;1;1;0;1;0;;4107.12.20;Grain split whole bovine skin leather (not upper or lining), w/o hair, not fancy, n/o 2.6 sq m, prepared after tanning or crusting, not 4114;100;100;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
430219;1;1;0;1;0;;4302.19.60;Tanned or dressed whole furskins, nesoi, with or without head, tail or paws, not assembled, not dyed;100;100;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
440341;1;1;0;1;0;;4403.41.00;Wood in the rough or roughly squared, of Dark Red Meranti, Light Red Meranti or Meranti Bakau, not treated with paint, stain, creosote, or other preservatives;100;100;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
440342;1;1;0;1;0;;4403.42.00;Wood in the rough or roughly squared, of teak, not treated with paint, stain, creosote, or other preservatives;100;100;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
440349;1;1;0;1;0;;4403.49.02;Wood in the rough or roughly squared, of tropical wood other than Teak or Meranti, not treated with paint, stain, creosote, or other preservatives;100;100;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
440721;1;1;0;1;0;;4407.21.00;Mahogany (Swietenia spp.), sawn or chipped lengthwise, sliced or peeled, over 6 mm thick;100;100;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
440722;1;1;0;1;0;;4407.22.00;Virola, Imbuia and Balsa, sawn or chipped lengthwise, sliced or peeled, over 6 mm thick;100;100;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
440723;1;1;0;1;0;;4407.23.01;Teak, sawn or chipped lengthwise, sliced or peeled, over 6 mm thick;100;100;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
440725;1;1;0;1;0;;4407.25.00;Dark Red Meranti, Light Red Meranti and Meranti Bakau wood, sawn or chipped lengthwise, sliced or peeled, over 6 mm thick;100;100;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
440726;1;1;0;1;0;;4407.26.00;White Lauan, White Meranti, White Seraya, Yellow Meranti and Alan wood, sawn or chipped lengthwise, sliced or peeled, over 6 mm thick;100;100;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
440727;1;1;0;1;0;;4407.27.00;Sapelli wood, sawn or chipped lengthwise, sliced or peeled, over 6 mm thick;100;100;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
440728;1;1;0;1;0;;4407.28.00;Iroko wood, sawn or chipped lengthwise, sliced or peeled, over 6 mm thick;100;100;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
440729;1;1;0;1;0;;4407.29.02;Tropical wood, nesoi, sawn or chipped lengthwise, sliced or peeled, over 6 mm thick;101;101;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
440799;1;0;1;1;0;;4407.99.0295;"Nonconiferous wood, nesoi, sawn or chipped lengthwise, sliced or peeled, over 6 mm thick; other";101;101;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
440831;1;1;0;1;0;;4408.31.01;Dark Red Meranti, Light Red Meranti and Meranti Bakau veneer sheets, for plywood and other wood, sawn lengthwise, sliced or peeled, not over 6 mm thick;101;101;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
440839;1;1;0;1;0;;4408.39.02;Other tropical wood veneer sheets, for plywood and other wood, sawn lengthwise, sliced or peeled, not over 6 mm thick;101;101;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
440922;8;8;0;8;0;;4409.22.05 | 4409.22.10 | 4409.22.25 | 4409.22.40 | 4409.22.50 | 4409.22.60 | 4409.22.65 | 4409.22.90;Nonconiferous tropical wood continuously shaped along any ends, whether or not also continuously shaped along any edges or faces;101;101;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
441231;8;8;0;8;0;;4412.31.06 | 4412.31.26 | 4412.31.42 | 4412.31.45 | 4412.31.48 | 4412.31.52 | 4412.31.61 | 4412.31.92;Plywood sheets not over 6 mm thick, tropical wood outer ply, birch face ply, not surface covered beyond clear or transparent;101;102;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
441241;1;1;0;1;0;;4412.41.00;Laminated veneered lumber with outer ply of tropical wood;102;102;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
441251;4;4;0;4;0;;4412.51.10 | 4412.51.31 | 4412.51.41 | 4412.51.51;Blockboard, laminboard and battenboard of plywood nesoi, outer ply of tropical wood, not surface covered beyond clear or transparent, with face ply of birch;102;102;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
441291;5;5;0;5;0;;4412.91.06 | 4412.91.10 | 4412.91.31 | 4412.91.41 | 4412.91.51;Not blockboard, laminboard or battenboard, outer ply of tropical wood, containing particle board;102;102;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
450490;1;1;0;0;1;Aircraft;4504.90.00;Agglomerated cork and articles of cork, nesoi;102;102;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
460122;3;3;0;3;0;;4601.22.40 | 4601.22.80 | 4601.22.90;Woven or partly assembled materials of rattan for mats, matting and screens;102;103;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
460129;1;1;0;1;0;;4601.29.40;Woven or partly assembled materials of willow for mats, matting and screens;103;103;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
460193;3;3;0;3;0;;4601.93.01 | 4601.93.05 | 4601.93.20;Rattan webbing for mats, matting and screens;103;103;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
460212;7;7;0;7;0;;4602.12.05 | 4602.12.14 | 4602.12.16 | 4602.12.23 | 4602.12.25 | 4602.12.35 | 4602.12.45;Fishing baskets or creels made from rattan;103;103;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
470311;1;1;0;1;0;;4703.11.00;Unbleached coniferous chemical woodpulp;103;103;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
470319;1;1;0;1;0;;4703.19.00;Chemical woodpulp, soda or sulfate, other than dissolving grades, of unbleached nonconiferous wood;103;103;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
470321;1;1;0;1;0;;4703.21.00;Semibleached or bleached coniferous chemical woodpulp;103;103;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
470329;1;1;0;1;0;;4703.29.00;Semibleached or bleached nonconiferous chemical woodpulp;103;103;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
470411;1;1;0;1;0;;4704.11.00;Chemical woodpulp, sulfite, other than dissolving grades, of unbleached coniferous wood;103;103;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
470419;1;1;0;1;0;;4704.19.00;Chemical woodpulp, sulfite, other than dissolving grades, of unbleached nonconiferous wood;103;103;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
470421;1;1;0;1;0;;4704.21.00;Chemical woodpulp, sulfite, other than dissolving grades, of semibleached or bleached coniferous wood;103;103;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
470429;1;1;0;1;0;;4704.29.00;Chemical woodpulp, sulfite, other than dissolving grades, of semibleached or bleached nonconiferous wood;103;103;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
470500;1;1;0;1;0;;4705.00.00;Semichemical woodpulp;103;103;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
470610;1;1;0;1;0;;4706.10.00;Cotton linters pulp;103;103;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
470620;1;1;0;1;0;;4706.20.00;Pulps of fibers derived from recovered (waste and scrap) paper or paperboard;103;103;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
470630;1;1;0;1;0;;4706.30.00;Pulps of fibrous cellulosic material, of bamboo;103;103;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
470691;1;1;0;1;0;;4706.91.00;Pulps of fibrous cellulosic material, mechanical;103;103;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
470692;1;1;0;1;0;;4706.92.01;Pulps of fibrous cellulosic material, chemical;103;103;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
