CO_SH6;QTD_LINHAS_HTSUS;QTD_HTSUS_8;QTD_HTSUS_10;QTD_SEM_LIMITACAO;QTD_CONDICIONADAS;LIMITACOES_ESCOPO;CODIGOS_HTSUS;DESCRICAO_HTSUS_EXEMPLO;PAGINA_INICIAL;PAGINA_FINAL;TIPO_ESCOPO_SH6;FONTE;ANEXO;DATA_VIGENCIA_GERAL
020110;3;3;0;3;0;;0201.10.05 | 0201.10.10 | 0201.10.50;Bovine carcasses and halves, fresh or chilled, described in general note 15 of the HTSUS;42;42;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
020120;7;7;0;7;0;;0201.20.02 | 0201.20.04 | 0201.20.06 | 0201.20.10 | 0201.20.30 | 0201.20.50 | 0201.20.80;High-quality beef cuts, with bone in, processed, fresh or chilled, described in general note 15 of the HTSUS;42;43;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
020130;7;7;0;7;0;;0201.30.02 | 0201.30.04 | 0201.30.06 | 0201.30.10 | 0201.30.30 | 0201.30.50 | 0201.30.80;High-quality beef cuts, boneless, processed, fresh or chilled, described in general note 15 of the HTSUS;43;43;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
020210;3;3;0;3;0;;0202.10.05 | 0202.10.10 | 0202.10.50;Bovine carcasses and halves, frozen, described in general note 15 of the HTSUS;43;43;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
020220;7;7;0;7;0;;0202.20.02 | 0202.20.04 | 0202.20.06 | 0202.20.10 | 0202.20.30 | 0202.20.50 | 0202.20.80;High-quality beef cuts, with bone in, processed, frozen, described in general note 15 of the HTSUS;43;44;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
020230;7;7;0;7;0;;0202.30.02 | 0202.30.04 | 0202.30.06 | 0202.30.10 | 0202.30.30 | 0202.30.50 | 0202.30.80;High-quality beef cuts, boneless, processed, frozen, described in general note 15 of the HTSUS;44;44;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
020610;1;1;0;1;0;;0206.10.00;Edible offal of bovine animals, fresh or chilled;44;44;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
020621;1;1;0;1;0;;0206.21.00;Tongues of bovine animals, frozen;44;44;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
020622;1;1;0;1;0;;0206.22.00;Livers of bovine animals, frozen;44;44;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
020629;1;1;0;1;0;;0206.29.00;Edible offal of bovine animals, except tongues or livers, frozen;44;44;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
021020;1;1;0;1;0;;0210.20.00;Meat of bovine animals, salted, in brine, dried or smoked;44;44;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
030232;1;1;0;1;0;;0302.32.00;Yellowfin tunas, fresh or chilled, excluding fillets, other meat portions, livers and roes;44;44;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
030234;1;1;0;1;0;;0302.34.00;Bigeye tunas (Thunnas obesus), fresh or chilled, excluding fillets, other meat portions, livers and roes;45;45;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
030244;1;1;0;1;0;;0302.44.00;Mackerel, excl. fillets, livers & roes, fresh or chilled;45;45;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
030247;1;1;0;1;0;;0302.47.00;Swordfish, fresh or chilled, excluding livers and roes;45;45;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
030271;2;2;0;2;0;;0302.71.11 | 0302.71.50;Tilapias, excl. fillets, livers and roes, fresh or chilled, scaled, in immediate containers weighing with their contents <6.8 kg;45;45;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
030289;1;1;0;1;0;;0302.89.50;Fish, nesoi, excl. fillets, livers & roes, fresh or chilled, not scaled, or scaled in immediate containers over 6.8 kg;45;45;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
030323;1;1;0;1;0;;0303.23.00;Tilapias, frozen, excluding fillets, other meat portions, livers and roes;45;45;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
030389;1;1;0;1;0;;0303.89.00;Smelts, cusk, pollock, shad, sturgeon, atkafish, fresh-water fish,etc. frozen, excluding fillets, other meat portions, livers and roes;45;45;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
030431;1;1;0;1;0;;0304.31.00;Tilapias, fillets, fresh or chilled;45;45;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
030611;1;1;0;1;0;;0306.11.00;Rock lobster and other sea crawfish, cooked in shell or uncooked, dried, salted or in brine, frozen;45;45;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
040900;1;0;1;1;0;;0409.00.0005;Certified organic natural honey;45;45;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
050800;1;1;0;1;0;;0508.00.00;"Coral, shells, cuttlebone and similar materials, unworked or simply prepared but not cut to shape; powder and waste thereof";45;45;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
070200;3;3;0;3;0;;0702.00.20 | 0702.00.40 | 0702.00.60;Tomatoes, fresh or chilled, if entered during the period from March 1 to July 14, or the period from September 1 to November 14 in any year;45;45;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
070999;2;2;0;2;0;;0709.99.05 | 0709.99.10;Jicamas and breadfruit, fresh or chilled;45;45;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
071080;1;1;0;1;0;;0710.80.15;Bamboo shoots and water chestnuts (other than Chinese water chestnuts), uncooked or cooked by steaming or boiling in water, frozen;45;45;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
071190;1;1;0;1;0;;0711.90.30;Capers, provisionally preserved but unsuitable in that state for immediate consumption;45;45;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
071232;1;1;0;1;0;;0712.32.00;Dried wood ears (Auricularia spp.), whole, cut, sliced, broken or in powder, but not further prepared;45;45;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
071234;2;2;0;2;0;;0712.34.10 | 0712.34.20;Air dried or sun dried shiitake;45;45;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
071334;2;2;0;2;0;;0713.34.20 | 0713.34.40;Dried Bambara beans, shelled, if entered for consumption during the period from May 1 through August 31, inclusive, in any year;46;46;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
071410;2;2;0;2;0;;0714.10.10 | 0714.10.20;Cassava (manioc), frozen, whether or not sliced or in the form of pellets;46;46;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
071440;4;4;0;4;0;;0714.40.10 | 0714.40.20 | 0714.40.50 | 0714.40.60;Taro (Colocasia spp.), fresh or chilled, whether or not sliced or in the form of pellets;46;46;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
071450;3;3;0;3;0;;0714.50.10 | 0714.50.20 | 0714.50.60;Yautia (Xanthosoma spp.), fresh or chilled, whether or not sliced or in the form of pellets;46;46;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
071490;5;5;0;5;0;;0714.90.42 | 0714.90.44 | 0714.90.46 | 0714.90.48 | 0714.90.61;Other mixtures of Chinese water chestnuts, frozen;46;46;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
080111;1;1;0;1;0;;0801.11.00;Coconuts, desiccated;46;46;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
080112;1;1;0;1;0;;0801.12.00;Coconuts, fresh, in the inner shell (endocarp);46;46;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
080119;1;1;0;1;0;;0801.19.01;Coconuts, fresh, not in the inner shell (endocarp);46;46;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
080121;1;1;0;1;0;;0801.21.00;Brazil nuts, fresh or dried, in shell;46;46;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
080122;1;1;0;1;0;;0801.22.00;Brazil nuts, fresh or dried, shelled;46;46;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
080131;1;1;0;1;0;;0801.31.00;Cashew nuts, fresh or dried, in shell;46;46;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
080132;1;1;0;1;0;;0801.32.00;Cashew nuts, fresh or dried, shelled;46;46;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
080241;1;1;0;1;0;;0802.41.00;Chestnuts (Castanea spp.), fresh or dried, in shell;46;46;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
080242;1;1;0;1;0;;0802.42.00;Chestnuts (Castanea spp.), fresh or dried, shelled;46;46;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
080261;1;1;0;1;0;;0802.61.00;Macadamia nuts, in shell;46;46;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
080262;1;1;0;1;0;;0802.62.00;Macadamia nuts, shelled;46;46;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
080270;2;2;0;2;0;;0802.70.10 | 0802.70.20;Kola nuts (Cola spp.), fresh or dried, in shell;46;46;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
080280;2;2;0;2;0;;0802.80.10 | 0802.80.20;Areca nuts, fresh or dried, in shell;47;47;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
080291;2;2;0;2;0;;0802.91.10 | 0802.91.90;Pignolia pine nuts, fresh or dried, in shell;47;47;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
080292;2;2;0;2;0;;0802.92.10 | 0802.92.90;Pignolia pine nuts, fresh or dried, shelled;47;47;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
080310;2;2;0;2;0;;0803.10.10 | 0803.10.20;Plantains, fresh;47;47;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
080390;1;1;0;1;0;;0803.90.00;Bananas, fresh or dried;47;47;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
080430;3;3;0;3;0;;0804.30.20 | 0804.30.40 | 0804.30.60;Pineapples, fresh or dried, not reduced in size, in bulk;47;47;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
080440;1;1;0;1;0;;0804.40.00;Avocados, fresh or dried;47;47;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
080450;3;3;0;3;0;;0804.50.40 | 0804.50.60 | 0804.50.80;Guavas, mangoes and mangosteens, fresh, if entered during the period September 1 through the following May 31, inclusive;47;47;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
080510;1;1;0;1;0;;0805.10.00;Oranges, fresh or dried;47;47;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
080550;2;2;0;2;0;;0805.50.30 | 0805.50.40;Tahitian limes, Persian limes and other limes of the Citrus latifolia variety, fresh or dried;47;47;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
080590;1;1;0;0;1;Ex;0805.90.01;Etrogs;47;47;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
080720;1;1;0;1;0;;0807.20.00;Papayas (papaws), fresh;47;47;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
080840;2;2;0;2;0;;0808.40.20 | 0808.40.40;Quinces, fresh, if entered during the period from April 1 through June 30, inclusive;47;47;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
081050;1;1;0;1;0;;0810.50.00;Kiwifruit, fresh;47;47;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
081060;1;1;0;1;0;;0810.60.00;Durians, fresh;47;47;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
081090;2;2;0;2;0;;0810.90.27 | 0810.90.46;Other berries and tamarinds, fresh;47;47;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
081190;7;7;0;6;1;Ex;0811.90.10 | 0811.90.25 | 0811.90.30 | 0811.90.40 | 0811.90.50 | 0811.90.52 | 0811.90.80;Bananas and plantains, frozen, in water or containing added sweetening;47;48;Misto;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
081290;1;1;0;1;0;;0812.90.40;Pineapples, provisionally preserved, but unsuitable in that state for immediate consumption;48;48;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
090111;1;1;0;1;0;;0901.11.00;Coffee, not roasted, not decaffeinated;48;48;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
090112;1;1;0;1;0;;0901.12.00;Coffee, not roasted, decaffeinated;48;48;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
090121;1;1;0;1;0;;0901.21.00;Coffee, roasted, not decaffeinated;48;48;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
090122;1;1;0;1;0;;0901.22.00;Coffee, roasted, decaffeinated;48;48;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
090190;2;2;0;2;0;;0901.90.10 | 0901.90.20;Coffee husks and skins;48;48;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
090210;2;2;0;2;0;;0902.10.10 | 0902.10.90;Green tea in immediate packings of a content not exceeding 3 kg, flavored;48;48;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
090220;2;2;0;2;0;;0902.20.10 | 0902.20.90;Green tea in immediate packings of a content exceeding 3 kg, flavored;48;48;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
090230;1;1;0;1;0;;0902.30.00;Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg;48;48;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
090240;1;1;0;1;0;;0902.40.00;Black tea (fermented) and partly fermented tea, other than in immediate packings of a content not exceeding 3 kg;48;48;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
090300;1;1;0;1;0;;0903.00.00;Maté;48;48;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
090411;1;1;0;1;0;;0904.11.00;Pepper of the genus Piper, neither crushed nor ground;48;48;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
090412;1;1;0;1;0;;0904.12.00;Pepper of the genus Piper, crushed or ground;48;48;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
090421;4;4;0;4;0;;0904.21.20 | 0904.21.40 | 0904.21.60 | 0904.21.80;Paprika, dried, neither crushed nor ground;48;48;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
090422;5;5;0;5;0;;0904.22.20 | 0904.22.40 | 0904.22.73 | 0904.22.76 | 0904.22.80;Paprika, crushed or ground;48;49;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
090510;1;1;0;1;0;;0905.10.00;Vanilla beans, neither crushed nor ground;49;49;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
090520;1;1;0;1;0;;0905.20.00;Vanilla beans, crushed or ground;49;49;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
090611;1;1;0;1;0;;0906.11.00;Cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground;49;49;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
090619;1;1;0;1;0;;0906.19.00;Cinnamon and cinnamon-tree flowers, nesoi, neither crushed nor ground;49;49;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
090620;1;1;0;1;0;;0906.20.00;Cinnamon and cinnamon-tree flowers, crushed or ground;49;49;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
090710;1;1;0;1;0;;0907.10.00;Cloves (whole fruit, cloves and stems), neither crushed nor ground;49;49;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
090720;1;1;0;1;0;;0907.20.00;Cloves (whole fruit, cloves and stems), crushed or ground;49;49;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
090811;1;1;0;1;0;;0908.11.00;Nutmeg, neither crushed nor ground;49;49;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
090812;1;1;0;1;0;;0908.12.00;Nutmeg, crushed or ground;49;49;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
090821;1;1;0;1;0;;0908.21.00;Mace, neither crushed nor ground;49;49;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
090822;2;2;0;2;0;;0908.22.20 | 0908.22.40;Mace, ground, Bombay or wild;49;49;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
090831;1;1;0;1;0;;0908.31.00;Cardamoms, neither crushed nor ground;49;49;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
090832;1;1;0;1;0;;0908.32.00;Cardamoms, crushed or ground;49;49;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
090921;1;1;0;1;0;;0909.21.00;Seeds of coriander, neither crushed nor ground;49;49;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
090922;1;1;0;1;0;;0909.22.00;Seeds of coriander, crushed or ground;49;49;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
090931;1;1;0;1;0;;0909.31.00;Seeds of cumin, neither crushed nor ground;49;49;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
090932;1;1;0;1;0;;0909.32.00;Seeds of cumin, crushed or ground;49;49;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
090961;1;1;0;1;0;;0909.61.00;"Seeds of anise, badian, caraway or fennel; juniper berries; neither crushed nor ground";49;49;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
090962;1;1;0;1;0;;0909.62.00;"Seeds of anise, badian, caraway or fennel; juniper berries; crushed or ground";49;49;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
091011;1;1;0;1;0;;0910.11.00;Ginger, neither crushed nor ground;49;49;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
091012;1;1;0;1;0;;0910.12.00;Ginger, crushed or ground;49;49;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
091020;1;1;0;1;0;;0910.20.00;Saffron;49;49;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
091030;1;1;0;1;0;;0910.30.00;Turmeric (curcuma);49;49;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
091091;1;1;0;1;0;;0910.91.00;Mixtures of spices referred to in note 1(b) to chapter 9 of the HTSUS;49;49;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
091099;6;6;0;6;0;;0910.99.07 | 0910.99.10 | 0910.99.20 | 0910.99.40 | 0910.99.50 | 0910.99.60;Bay leaves, other than crude or not manufactured;49;49;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
100390;1;1;0;1;0;;1003.90.40;Barley, not seed, other than for malting purposes;50;50;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
100830;1;1;0;1;0;;1008.30.00;Canary seed;50;50;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
100840;1;1;0;1;0;;1008.40.00;Fonio (Digitaria spp.);50;50;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
100860;1;1;0;1;0;;1008.60.00;Triticale;50;50;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
110620;1;1;0;1;0;;1106.20.90;Flour, meal and powder of sago, or of roots or tubers of heading 0714 (excluding Chinese water chestnuts);50;50;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
110630;1;1;0;1;0;;1106.30.20;Flour, meal and powder of banana and plantain;50;50;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
110814;1;1;0;1;0;;1108.14.00;Cassava (manioc) starch;50;50;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
110819;1;1;0;1;0;;1108.19.00;Starches other than wheat, corn (maize), potato or cassava (manioc) starches;50;50;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
120300;1;1;0;1;0;;1203.00.00;Copra;50;50;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
120791;1;1;0;1;0;;1207.91.00;Poppy seeds, whether or not broken;50;50;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
140490;1;1;0;0;1;Ex;1404.90.90;Date palm branches, Myrtus branches or other vegetable material, for religious purposes only;50;50;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
151311;1;1;0;1;0;;1513.11.00;Coconut (copra) oil and its fractions, crude oil;50;50;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
151319;1;1;0;1;0;;1513.19.00;Coconut (copra) oil and its fractions, other;50;50;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
152110;1;1;0;1;0;;1521.10.00;Vegetable waxes (other than triglycerides), whether or not refined or colored;50;50;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
152190;1;1;0;1;0;;1521.90.20;Bleached beeswax;50;50;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
160250;6;6;0;6;0;;1602.50.05 | 1602.50.07 | 1602.50.08 | 1602.50.21 | 1602.50.60 | 1602.50.90;Offal of bovine animals, prepared or preserved;50;50;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
180100;1;1;0;1;0;;1801.00.00;Cocoa beans, whole or broken, raw or roasted;50;50;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
180200;1;1;0;1;0;;1802.00.00;Cocoa shells, husks, skins and other cocoa waste;50;50;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
180310;1;1;0;1;0;;1803.10.00;Cocoa paste, not defatted;50;50;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
180320;1;1;0;1;0;;1803.20.00;Cocoa paste, wholly or partly defatted;50;50;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
180400;1;1;0;1;0;;1804.00.00;Cocoa butter, fat and oil;50;50;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
180500;1;1;0;1;0;;1805.00.00;Cocoa powder, not containing added sugar or other sweetening matter;50;50;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
190300;2;2;0;2;0;;1903.00.20 | 1903.00.40;Tapioca and substitutes prepared from starch, of arrowroot, cassava or sago, in the form of flakes, grains, pearls, siftings or in similar forms;50;50;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
190590;2;2;0;0;2;Ex;1905.90.10 | 1905.90.90;Bread, pastry, cakes, biscuits and similar baked products, nesoi, and puddings, whether or not containing chocolate, fruit, nuts or confectionery, for religious purposes only;51;51;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
200190;1;1;0;1;0;;2001.90.45;Mangoes, prepared or preserved by vinegar or acetic acid;51;51;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
200591;1;1;0;1;0;;2005.91.60;Bamboo shoots in airtight containers, prepared or preserved otherwise than by vinegar or acetic acid, not frozen, not preserved by sugar;51;51;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
200600;1;1;0;1;0;;2006.00.40;Pineapples, preserved by sugar (drained, glacé or crystallized);51;51;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
